from,to,n
Caldwell County,Houston County,0
Caldwell County,Baylor County,0
Caldwell County,Leon County,0
Caldwell County,San Saba County,0
Caldwell County,Crosby County,0
Caldwell County,Howard County,0
Caldwell County,Upshur County,0
Caldwell County,Wilbarger County,0
Caldwell County,Waller County,0
Caldwell County,Kendall County,16
Caldwell County,Johnson County,0
Caldwell County,Cherokee County,0
Caldwell County,Pecos County,0
Caldwell County,Jefferson County,0
Caldwell County,Lavaca County,0
Caldwell County,Harrison County,0
Caldwell County,Jeff Davis County,0
Caldwell County,Midland County,0
Caldwell County,Tom Green County,0
Caldwell County,Bell County,64
Caldwell County,Wheeler County,0
Caldwell County,Runnels County,0
Caldwell County,Galveston County,0
Caldwell County,Bosque County,0
Caldwell County,Milam County,0
Caldwell County,Polk County,0
Caldwell County,Ward County,7
Caldwell County,Rusk County,0
Caldwell County,Val Verde County,0
Caldwell County,Fannin County,0
Caldwell County,Deaf Smith County,0
Caldwell County,Eastland County,0
Caldwell County,Lampasas County,0
Caldwell County,Newton County,0
Willacy County,Gregg County,0
Willacy County,Borden County,0
Willacy County,Gonzales County,0
Willacy County,Caldwell County,0
Willacy County,Willacy County,3246
Willacy County,Jim Wells County,51
Willacy County,Kinney County,0
Willacy County,Camp County,0
Willacy County,Liberty County,0
Willacy County,Haskell County,0
Willacy County,San Jacinto County,0
Willacy County,Wilson County,0
Willacy County,DeWitt County,0
Willacy County,Aransas County,0
Willacy County,McMullen County,0
Willacy County,Hutchinson County,0
Willacy County,La Salle County,0
Willacy County,Atascosa County,0
Willacy County,Zapata County,0
Willacy County,Brown County,0
Willacy County,Mills County,0
Willacy County,Donley County,0
Willacy County,Guadalupe County,0
Willacy County,Cooke County,0
Willacy County,Parker County,0
Willacy County,Randall County,0
Willacy County,Burnet County,0
Willacy County,Freestone County,0
Willacy County,Crane County,0
Willacy County,Bailey County,0
Willacy County,Blanco County,0
Willacy County,Ector County,0
Willacy County,Hill County,0
Willacy County,Refugio County,0
Willacy County,Sabine County,0
Willacy County,Denton County,0
Willacy County,Goliad County,0
Willacy County,Navarro County,0
Willacy County,Comanche County,0
Willacy County,Throckmorton County,0
Willacy County,Uvalde County,0
Willacy County,Nolan County,0
Willacy County,Hale County,0
Willacy County,Smith County,0
Willacy County,Lipscomb County,0
Willacy County,Titus County,0
Willacy County,Jack County,0
Willacy County,Montgomery County,15
Willacy County,Wichita County,0
Willacy County,Lamb County,0
Willacy County,Angelina County,0
Willacy County,Starr County,0
Willacy County,Hemphill County,0
Willacy County,Bandera County,0
Willacy County,Jasper County,0
Willacy County,Palo Pinto County,0
Willacy County,Zavala County,0
Willacy County,Clay County,0
Willacy County,Victoria County,0
Willacy County,Hartley County,0
Willacy County,McCulloch County,0
Willacy County,Ellis County,0
Willacy County,Fort Bend County,0
Willacy County,Rains County,0
Willacy County,Lynn County,0
Willacy County,Stephens County,0
Willacy County,Red River County,0
Willacy County,Terry County,0
Willacy County,Brewster County,0
Willacy County,Limestone County,0
Willacy County,Travis County,0
Willacy County,Upton County,0
Willacy County,Bowie County,0
Willacy County,Knox County,0
Willacy County,Somervell County,0
Willacy County,Sherman County,0
Willacy County,Winkler County,0
Willacy County,Andrews County,0
Willacy County,Matagorda County,0
Willacy County,Coryell County,0
Willacy County,Colorado County,0
Willacy County,Callahan County,0
Willacy County,Morris County,0
Willacy County,Bee County,0
Willacy County,Franklin County,0
Willacy County,Cass County,0
Willacy County,Taylor County,0
Willacy County,McLennan County,0
Willacy County,Wharton County,0
Willacy County,Robertson County,0
Willacy County,Cameron County,1219
Willacy County,Van Zandt County,0
Willacy County,Yoakum County,0
Willacy County,Crockett County,0
Willacy County,Panola County,0
Willacy County,Terrell County,0
Willacy County,Lee County,0
Willacy County,Walker County,0
Willacy County,Hidalgo County,550
Willacy County,Collingsworth County,0
Willacy County,Lamar County,0
Willacy County,Live Oak County,0
Willacy County,Jim Hogg County,0
Willacy County,Dallam County,0
Willacy County,Dallas County,0
Willacy County,Gray County,0
Willacy County,Chambers County,0
Willacy County,Hardin County,0
Willacy County,Roberts County,0
Willacy County,Scurry County,0
Willacy County,Rockwall County,0
Willacy County,Brazos County,0
Willacy County,Calhoun County,0
Willacy County,King County,0
Willacy County,Grayson County,0
Willacy County,Mason County,0
Willacy County,Parmer County,0
Willacy County,Shelby County,0
Willacy County,El Paso County,0
Willacy County,Hays County,0
Willacy County,Tarrant County,0
Willacy County,Kenedy County,47
Willacy County,Martin County,0
Willacy County,Jackson County,0
Willacy County,San Patricio County,5
Willacy County,Falls County,0
Willacy County,Sterling County,0
Willacy County,Gillespie County,0
Willacy County,Carson County,0
Willacy County,Dickens County,0
Willacy County,Dimmit County,11
Willacy County,Bastrop County,0
Willacy County,Coke County,0
Willacy County,Medina County,0
Willacy County,Menard County,0
Willacy County,Ochiltree County,0
Willacy County,Bexar County,0
Willacy County,Floyd County,0
Willacy County,Brooks County,0
Willacy County,Irion County,0
Willacy County,Cochran County,0
Willacy County,Kerr County,0
Willacy County,Marion County,0
Willacy County,Moore County,0
Willacy County,Maverick County,0
Willacy County,Nueces County,30
Willacy County,Briscoe County,0
Willacy County,Austin County,0
Willacy County,Hockley County,0
Willacy County,Swisher County,0
Willacy County,Childress County,0
Willacy County,Kaufman County,0
Willacy County,Foard County,0
Willacy County,Schleicher County,0
Willacy County,Edwards County,0
Willacy County,Hamilton County,0
Willacy County,Potter County,0
Willacy County,Trinity County,0
Willacy County,Hudspeth County,0
Willacy County,Brazoria County,0
Willacy County,Montague County,0
Willacy County,Tyler County,0
Willacy County,Burleson County,0
Willacy County,Llano County,0
Willacy County,Grimes County,0
Willacy County,Hansford County,0
Willacy County,Orange County,0
Willacy County,Harris County,26
Willacy County,Nacogdoches County,0
Willacy County,Shackelford County,0
Willacy County,Sutton County,0
Willacy County,Young County,0
Willacy County,Fayette County,0
Willacy County,Hood County,0
Willacy County,Hopkins County,0
Willacy County,Karnes County,0
Willacy County,Lubbock County,0
Willacy County,Coleman County,0
Willacy County,Washington County,0
Willacy County,Webb County,3
Willacy County,Wise County,0
Willacy County,Fisher County,0
Willacy County,Oldham County,0
Willacy County,Williamson County,9
Willacy County,Armstrong County,0
Willacy County,Frio County,0
Willacy County,Erath County,0
Willacy County,Stonewall County,0
Willacy County,Anderson County,0
Willacy County,Duval County,0
Willacy County,Comal County,4
Willacy County,Hall County,0
Willacy County,Hardeman County,0
Willacy County,Collin County,0
Willacy County,Motley County,0
Willacy County,Concho County,0
Willacy County,Dawson County,0
Willacy County,Kent County,0
Willacy County,San Augustine County,0
Willacy County,Wood County,0
Willacy County,Garza County,0
Willacy County,Culberson County,0
Willacy County,Henderson County,0
Willacy County,Presidio County,0
Willacy County,Reeves County,0
Willacy County,Delta County,0
Willacy County,Real County,0
Willacy County,Gaines County,0
Willacy County,Archer County,0
Willacy County,Glasscock County,0
Willacy County,Madison County,0
Willacy County,Mitchell County,0
Willacy County,Castro County,0
Willacy County,Kleberg County,9
Willacy County,Cottle County,0
Willacy County,Kimble County,0
Willacy County,Loving County,0
Willacy County,Jones County,0
Willacy County,Reagan County,0
Willacy County,Hunt County,0
Willacy County,Houston County,0
Willacy County,Baylor County,0
Willacy County,Leon County,0
Willacy County,San Saba County,0
Willacy County,Crosby County,0
Willacy County,Howard County,0
Willacy County,Upshur County,0
Willacy County,Wilbarger County,0
Willacy County,Waller County,0
Willacy County,Kendall County,0
Willacy County,Johnson County,0
Willacy County,Cherokee County,0
Willacy County,Pecos County,0
Willacy County,Jefferson County,11
Willacy County,Lavaca County,0
Willacy County,Harrison County,4
Willacy County,Jeff Davis County,0
Willacy County,Midland County,0
Willacy County,Tom Green County,35
Willacy County,Bell County,0
Willacy County,Wheeler County,0
Willacy County,Runnels County,0
Willacy County,Galveston County,0
Willacy County,Bosque County,0
Willacy County,Milam County,0
Willacy County,Polk County,0
Willacy County,Ward County,0
Willacy County,Rusk County,0
Willacy County,Val Verde County,0
Willacy County,Fannin County,0
Willacy County,Deaf Smith County,0
Willacy County,Eastland County,0
Willacy County,Lampasas County,0
Willacy County,Newton County,0
Jim Wells County,Gregg County,0
Jim Wells County,Borden County,0
Jim Wells County,Gonzales County,5
Jim Wells County,Caldwell County,0
Jim Wells County,Willacy County,0
Jim Wells County,Jim Wells County,12155
Jim Wells County,Kinney County,0
Jim Wells County,Camp County,0
Jim Wells County,Liberty County,0
Jim Wells County,Haskell County,0
Jim Wells County,San Jacinto County,0
Jim Wells County,Wilson County,0
Jim Wells County,DeWitt County,34
Jim Wells County,Aransas County,0
Jim Wells County,McMullen County,98
Jim Wells County,Hutchinson County,0
Jim Wells County,La Salle County,33
Jim Wells County,Atascosa County,64
Jim Wells County,Zapata County,0
Jim Wells County,Brown County,0
Jim Wells County,Mills County,0
Jim Wells County,Donley County,0
Jim Wells County,Guadalupe County,0
Jim Wells County,Cooke County,0
Jim Wells County,Parker County,0
Jim Wells County,Randall County,0
Jim Wells County,Burnet County,0
Jim Wells County,Freestone County,0
Jim Wells County,Crane County,0
Jim Wells County,Bailey County,0
Jim Wells County,Blanco County,0
Jim Wells County,Ector County,11
Jim Wells County,Hill County,0
Jim Wells County,Refugio County,0
Jim Wells County,Sabine County,0
Jim Wells County,Denton County,0
Jim Wells County,Goliad County,0
Jim Wells County,Navarro County,0
Jim Wells County,Comanche County,0
Jim Wells County,Throckmorton County,0
Jim Wells County,Uvalde County,0
Jim Wells County,Nolan County,0
Jim Wells County,Hale County,0
Jim Wells County,Smith County,0
Jim Wells County,Lipscomb County,0
Jim Wells County,Titus County,0
Jim Wells County,Jack County,0
Jim Wells County,Montgomery County,0
Jim Wells County,Wichita County,0
Jim Wells County,Lamb County,0
Jim Wells County,Angelina County,3
Jim Wells County,Starr County,4
Jim Wells County,Hemphill County,0
Jim Wells County,Bandera County,0
Jim Wells County,Jasper County,0
Jim Wells County,Palo Pinto County,0
Jim Wells County,Zavala County,0
Jim Wells County,Clay County,0
Jim Wells County,Victoria County,58
Jim Wells County,Hartley County,0
Jim Wells County,McCulloch County,0
Jim Wells County,Ellis County,0
Jim Wells County,Fort Bend County,0
Jim Wells County,Rains County,0
Jim Wells County,Lynn County,0
Jim Wells County,Stephens County,0
Jim Wells County,Red River County,0
Jim Wells County,Terry County,0
Jim Wells County,Brewster County,0
Jim Wells County,Limestone County,0
Jim Wells County,Travis County,16
Jim Wells County,Upton County,0
Jim Wells County,Bowie County,0
Jim Wells County,Knox County,0
Jim Wells County,Somervell County,0
Jim Wells County,Sherman County,0
Jim Wells County,Winkler County,0
Jim Wells County,Andrews County,0
Jim Wells County,Matagorda County,0
Jim Wells County,Coryell County,0
Jim Wells County,Colorado County,0
Jim Wells County,Callahan County,0
Jim Wells County,Morris County,0
Jim Wells County,Bee County,38
Jim Wells County,Franklin County,0
Jim Wells County,Cass County,0
Jim Wells County,Taylor County,0
Jim Wells County,McLennan County,0
Jim Wells County,Wharton County,0
Jim Wells County,Robertson County,0
Jim Wells County,Cameron County,38
Jim Wells County,Van Zandt County,0
Jim Wells County,Yoakum County,0
Jim Wells County,Crockett County,0
Jim Wells County,Panola County,0
Jim Wells County,Terrell County,0
Jim Wells County,Lee County,0
Jim Wells County,Walker County,0
Jim Wells County,Hidalgo County,0
Jim Wells County,Collingsworth County,0
Jim Wells County,Lamar County,0
Jim Wells County,Live Oak County,214
Jim Wells County,Jim Hogg County,28
Jim Wells County,Dallam County,0
Jim Wells County,Dallas County,8
Jim Wells County,Gray County,0
Jim Wells County,Chambers County,0
Jim Wells County,Hardin County,0
Jim Wells County,Roberts County,0
Jim Wells County,Scurry County,0
Jim Wells County,Rockwall County,0
Jim Wells County,Brazos County,0
Jim Wells County,Calhoun County,0
Jim Wells County,King County,0
Jim Wells County,Grayson County,0
Jim Wells County,Mason County,0
Jim Wells County,Parmer County,0
Jim Wells County,Shelby County,0
Jim Wells County,El Paso County,0
Jim Wells County,Hays County,0
Jim Wells County,Tarrant County,0
Jim Wells County,Kenedy County,43
Jim Wells County,Martin County,0
Jim Wells County,Jackson County,0
Jim Wells County,San Patricio County,400
Jim Wells County,Falls County,0
Jim Wells County,Sterling County,0
Jim Wells County,Gillespie County,0
Jim Wells County,Carson County,0
Jim Wells County,Dickens County,0
Jim Wells County,Dimmit County,18
Jim Wells County,Bastrop County,0
Jim Wells County,Coke County,0
Jim Wells County,Medina County,0
Jim Wells County,Menard County,0
Jim Wells County,Ochiltree County,0
Jim Wells County,Bexar County,17
Jim Wells County,Floyd County,0
Jim Wells County,Brooks County,228
Jim Wells County,Irion County,0
Jim Wells County,Cochran County,0
Jim Wells County,Kerr County,41
Jim Wells County,Marion County,0
Jim Wells County,Moore County,0
Jim Wells County,Maverick County,0
